@logo      Multiple-Run
Bfac        2.000e-001
  creator    GPT
  @logo      B&M-General Particle Tracer
  numderivs           0
  cputime     7.800e-002
  time        5.000e-009
              x           y           z           G          Bx          By          Bz          ID 
     1.514e-003  3.817e-003  8.123e-001  1.195e+000 -7.169e-003 -7.011e-003  5.475e-001  1.544e+003 
     1.662e-003  3.025e-003  8.203e-001  1.196e+000 -4.637e-003 -5.744e-003  5.482e-001  1.599e+003 
    -1.507e-003  1.486e-003  8.237e-001  1.196e+000  9.755e-004 -4.420e-003  5.483e-001  1.610e+003 
     4.365e-004 -4.150e-003  8.272e-001  1.196e+000  1.415e-003  9.538e-003  5.486e-001  1.621e+003 
     9.328e-004  1.342e-003  8.272e-001  1.196e+000 -2.363e-003 -1.830e-003  5.486e-001  1.632e+003 
     3.685e-003  1.047e-003  8.266e-001  1.196e+000 -8.767e-003 -9.477e-004  5.485e-001  1.643e+003 
    -4.159e-003 -3.021e-004  8.169e-001  1.195e+000  9.286e-003 -3.601e-003  5.477e-001  1.654e+003 
    -2.929e-003 -2.871e-003  8.108e-001  1.195e+000  9.611e-003  3.166e-003  5.474e-001  1.665e+003 
     1.004e-003  2.643e-003  8.200e-001  1.195e+000 -4.469e-003 -4.337e-003  5.478e-001  1.720e+003 
     1.934e-003 -3.830e-003  8.271e-001  1.196e+000 -1.828e-003  1.020e-002  5.485e-001  1.731e+003 
    -1.903e-003 -1.949e-005  8.266e-001  1.196e+000  3.733e-003 -1.578e-003  5.486e-001  1.742e+003 
    -2.597e-004 -2.127e-003  8.273e-001  1.196e+000  1.703e-003  4.146e-003  5.486e-001  1.753e+003 
    -2.784e-003  3.420e-003  8.241e-001  1.196e+000  4.972e-003 -9.028e-003  5.482e-001  1.764e+003 
     4.694e-003  1.320e-003  8.181e-001  1.195e+000 -1.224e-002  1.781e-003  5.477e-001  1.775e+003 
    -3.954e-003 -5.599e-004  8.133e-001  1.195e+000  8.606e-003 -2.888e-003  5.476e-001  1.786e+003 
    -6.335e-004 -2.971e-003  8.199e-001  1.195e+000  3.148e-003  5.552e-003  5.478e-001  1.841e+003 
    -1.147e-003  3.105e-003  8.271e-001  1.196e+000  5.220e-004 -7.419e-003  5.486e-001  1.852e+003 
     1.927e-003 -8.241e-004  8.264e-001  1.196e+000 -2.464e-003  3.651e-003  5.485e-001  1.863e+003 
    -4.691e-003  4.331e-003  8.270e-001  1.196e+000  9.016e-003 -1.366e-002  5.483e-001  1.874e+003 
     3.448e-003 -4.203e-003  8.238e-001  1.196e+000 -5.328e-003  1.196e-002  5.481e-001  1.885e+003 
     4.542e-004  2.592e-003  8.180e-001  1.195e+000 -3.064e-003 -4.629e-003  5.477e-001  1.896e+003 
    -4.645e-003  2.668e-004  8.199e-001  1.195e+000  1.025e-002 -3.587e-003  5.477e-001  1.962e+003 
     7.148e-004 -1.851e-003  8.270e-001  1.196e+000 -3.266e-004  3.802e-003  5.486e-001  1.973e+003 
     1.089e-003  4.062e-003  8.269e-001  1.196e+000 -4.090e-003 -8.725e-003  5.485e-001  1.984e+003 
     3.845e-003 -2.716e-003  8.272e-001  1.196e+000 -7.060e-003  8.658e-003  5.485e-001  1.995e+003 
    -2.215e-003 -5.352e-004  8.235e-001  1.196e+000  4.183e-003 -6.892e-004  5.483e-001  2.006e+003 
    -3.402e-003 -4.025e-003  8.179e-001  1.195e+000  1.075e-002  5.599e-003  5.477e-001  2.017e+003 
    -2.799e-003  3.616e-003  8.132e-001  1.195e+000  2.424e-003 -1.018e-002  5.475e-001  2.028e+003 
     1.428e-003 -1.323e-003  8.264e-001  1.196e+000 -2.059e-003  3.501e-003  5.486e-001  2.083e+003 
    -5.223e-003 -7.466e-004  8.272e-001  1.196e+000  1.285e-002 -1.720e-003  5.484e-001  2.094e+003 
     1.821e-003 -3.459e-003  8.261e-001  1.196e+000 -3.641e-003  8.029e-003  5.485e-001  2.105e+003 
     2.527e-005  2.305e-003  8.271e-001  1.196e+000 -1.389e-003 -4.637e-003  5.486e-001  2.116e+003 
     2.761e-003  1.495e-004  8.236e-001  1.196e+000 -5.736e-003  2.031e-003  5.482e-001  2.127e+003 
    -3.973e-003  1.791e-003  8.169e-001  1.195e+000  6.559e-003 -7.922e-003  5.477e-001  2.138e+003 
    -1.773e-003  5.254e-003  8.239e-001  1.196e+000  1.711e-004 -1.362e-002  5.481e-001  2.204e+003 
     4.432e-003 -1.075e-003  8.275e-001  1.196e+000 -9.385e-003  5.420e-003  5.486e-001  2.215e+003 
    -3.786e-003  8.875e-004  8.297e-001  1.196e+000  7.990e-003 -3.033e-003  5.485e-001  2.226e+003 
     3.644e-003 -1.627e-003  8.267e-001  1.196e+000 -7.430e-003  5.043e-003  5.485e-001  2.237e+003 
     6.029e-004  5.174e-003  8.236e-001  1.196e+000 -4.482e-003 -1.122e-002  5.481e-001  2.248e+003 
     3.137e-003 -2.361e-003  8.153e-001  1.195e+000 -3.284e-003  8.114e-003  5.477e-001  2.259e+003 
     1.316e-003 -6.338e-003  8.240e-001  1.196e+000  8.700e-004  1.600e-002  5.481e-001  2.325e+003 
     3.969e-003  3.506e-003  8.275e-001  1.196e+000 -1.128e-002 -5.766e-003  5.485e-001  2.336e+003 
     4.380e-003 -4.313e-004  8.300e-001  1.196e+000 -9.524e-003  2.746e-003  5.486e-001  2.347e+003 
    -5.961e-003 -2.242e-003  8.268e-001  1.196e+000  1.536e-002  2.181e-003  5.484e-001  2.358e+003 
    -3.581e-003 -1.346e-003  8.234e-001  1.196e+000  9.062e-003 -5.806e-004  5.482e-001  2.369e+003 
    -1.262e-003  3.512e-003  8.166e-001  1.195e+000 -1.260e-003 -7.819e-003  5.477e-001  2.380e+003 
     4.279e-003 -3.376e-003  8.210e-001  1.196e+000 -7.496e-003  1.060e-002  5.480e-001  2.435e+003 
    -2.447e-003 -2.010e-003  8.234e-001  1.196e+000  6.369e-003  2.638e-003  5.482e-001  2.446e+003 
    -2.450e-003 -5.742e-003  8.272e-001  1.196e+000  9.478e-003  1.235e-002  5.484e-001  2.457e+003 
    -5.577e-004  5.080e-003  8.302e-001  1.196e+000 -1.077e-003 -1.208e-002  5.485e-001  2.468e+003 
     2.399e-003  3.385e-003  8.268e-001  1.196e+000 -6.671e-003 -6.480e-003  5.485e-001  2.479e+003 
    -4.192e-003 -1.043e-003  8.211e-001  1.196e+000  9.538e-003 -1.838e-004  5.481e-001  2.490e+003 
     1.277e-003 -4.376e-003  8.168e-001  1.195e+000  3.231e-004  1.001e-002  5.477e-001  2.501e+003 
    -3.376e-003  2.218e-003  8.208e-001  1.196e+000  5.750e-003 -6.406e-003  5.481e-001  2.556e+003 
     4.983e-003  1.074e-003  8.239e-001  1.196e+000 -1.164e-002  6.725e-004  5.481e-001  2.567e+003 
    -3.993e-003  3.079e-003  8.271e-001  1.196e+000  7.108e-003 -9.075e-003  5.485e-001  2.578e+003 
     7.752e-004 -2.825e-003  8.269e-001  1.196e+000  7.306e-004  6.176e-003  5.486e-001  2.589e+003 
     3.832e-003  3.602e-003  8.265e-001  1.196e+000 -1.184e-002 -5.453e-003  5.484e-001  2.600e+003 
     4.493e-003 -3.336e-003  8.205e-001  1.195e+000 -7.191e-003  1.083e-002  5.477e-001  2.611e+003 
    -4.442e-003 -3.270e-003  8.150e-001  1.195e+000  1.312e-002  2.743e-003  5.476e-001  2.622e+003 
     1.929e-003  3.239e-003  8.202e-001  1.195e+000 -6.102e-003 -5.308e-003  5.478e-001  2.688e+003 
     4.263e-003  1.622e-004  8.234e-001  1.196e+000 -9.145e-003  9.464e-004  5.483e-001  2.699e+003 
    -3.205e-003 -2.464e-003  8.268e-001  1.196e+000  7.863e-003  4.228e-003  5.485e-001  2.710e+003 
    -3.350e-003 -4.446e-003  8.275e-001  1.196e+000  1.001e-002  8.436e-003  5.485e-001  2.721e+003 
    -6.514e-004  4.772e-003  8.267e-001  1.196e+000 -1.735e-003 -1.113e-002  5.485e-001  2.732e+003 
     4.189e-003  2.604e-003  8.200e-001  1.195e+000 -1.078e-002 -2.706e-003  5.477e-001  2.743e+003 
    -4.855e-003  2.994e-003  8.156e-001  1.195e+000  8.574e-003 -1.041e-002  5.476e-001  2.754e+003 
    -1.390e-003 -4.119e-003  8.208e-001  1.196e+000  6.665e-003  7.401e-003  5.481e-001  2.809e+003 
     5.123e-005  2.951e-003  8.236e-001  1.196e+000 -2.129e-003 -5.471e-003  5.483e-001  2.820e+003 
     5.694e-003  2.241e-003  8.273e-001  1.196e+000 -1.457e-002 -2.101e-003  5.485e-001  2.831e+003 
    -4.200e-003  1.817e-003  8.274e-001  1.196e+000  8.104e-003 -6.383e-003  5.486e-001  2.842e+003 
    -1.478e-003 -5.163e-003  8.266e-001  1.196e+000  6.980e-003  1.090e-002  5.484e-001  2.853e+003 
     1.932e-003  5.303e-003  8.180e-001  1.195e+000 -8.272e-003 -1.036e-002  5.476e-001  2.864e+003 
     5.656e-003 -1.064e-003  8.133e-001  1.195e+000 -1.158e-002  9.251e-003  5.475e-001  2.875e+003 
    -3.346e-003  1.831e-003  8.206e-001  1.196e+000  4.680e-003 -6.169e-003  5.482e-001  2.930e+003 
     4.319e-003 -3.564e-003  8.234e-001  1.196e+000 -7.213e-003  1.065e-002  5.481e-001  2.941e+003 
     4.827e-004  2.986e-003  8.264e-001  1.196e+000 -2.137e-003 -5.343e-003  5.485e-001  2.952e+003 
     3.878e-003 -7.778e-004  8.269e-001  1.196e+000 -7.994e-003  3.288e-003  5.485e-001  2.963e+003 
    -5.585e-003 -1.022e-003  8.238e-001  1.196e+000  1.385e-002 -2.412e-003  5.481e-001  2.974e+003 
    -1.141e-003 -5.663e-003  8.181e-001  1.195e+000  7.003e-003  1.177e-002  5.476e-001  2.985e+003 
    -7.807e-004  5.637e-003  8.151e-001  1.195e+000 -4.970e-003 -1.339e-002  5.476e-001  2.996e+003 
     4.304e-003 -2.393e-003  8.207e-001  1.196e+000 -6.922e-003  9.455e-003  5.481e-001  3.051e+003 
    -3.089e-003 -5.486e-004  8.268e-001  1.196e+000  6.684e-003 -8.768e-004  5.485e-001  3.062e+003 
    -4.175e-003 -1.878e-003  8.268e-001  1.196e+000  1.045e-002  1.299e-003  5.485e-001  3.073e+003 
    -3.467e-003  4.638e-003  8.271e-001  1.196e+000  5.897e-003 -1.225e-002  5.484e-001  3.084e+003 
     6.744e-003  1.454e-003  8.241e-001  1.196e+000 -1.675e-002  8.495e-004  5.481e-001  3.095e+003 
    -3.829e-003  2.286e-003  8.167e-001  1.195e+000  5.818e-003 -7.957e-003  5.477e-001  3.106e+003 
    -1.047e-003  5.583e-003  8.199e-001  1.195e+000 -2.049e-003 -1.278e-002  5.477e-001  3.172e+003 
     2.276e-003  2.166e-003  8.267e-001  1.196e+000 -5.707e-003 -3.291e-003  5.486e-001  3.183e+003 
    -4.831e-003  2.758e-003  8.264e-001  1.196e+000  9.087e-003 -1.011e-002  5.484e-001  3.194e+003 
     1.263e-003 -6.181e-003  8.271e-001  1.196e+000 -4.604e-006  1.506e-002  5.484e-001  3.205e+003 
     1.912e-003  2.573e-003  8.236e-001  1.196e+000 -5.521e-003 -3.559e-003  5.483e-001  3.216e+003 
     5.978e-003 -3.934e-004  8.180e-001  1.195e+000 -1.284e-002  5.611e-003  5.476e-001  3.227e+003 
     3.808e-003 -3.102e-003  8.199e-001  1.196e+000 -6.236e-003  8.446e-003  5.481e-001  3.293e+003 
    -3.130e-004  5.345e-003  8.269e-001  1.196e+000 -1.760e-003 -1.213e-002  5.485e-001  3.304e+003 
     4.464e-003 -3.863e-003  8.268e-001  1.196e+000 -7.757e-003  1.184e-002  5.484e-001  3.315e+003 
    -1.556e-003 -3.213e-003  8.266e-001  1.196e+000  4.481e-003  6.004e-003  5.485e-001  3.326e+003 
    -8.979e-004 -3.600e-003  8.237e-001  1.196e+000  4.242e-003  6.980e-003  5.482e-001  3.337e+003 
    -2.233e-003  4.923e-003  8.177e-001  1.195e+000  1.551e-003 -1.187e-002  5.477e-001  3.348e+003 
    -6.724e-003 -8.304e-004  8.237e-001  1.196e+000  1.625e-002 -2.732e-003  5.480e-001  3.414e+003 
    -1.812e-003 -4.624e-003  8.293e-001  1.196e+000  4.938e-003  9.716e-003  5.485e-001  3.425e+003 
    -8.688e-004  3.287e-003  8.266e-001  1.196e+000 -3.626e-004 -7.426e-003  5.485e-001  3.436e+003 
     3.147e-003  6.209e-004  8.263e-001  1.196e+000 -6.471e-003  1.032e-003  5.485e-001  3.447e+003 
    -3.414e-003  4.876e-003  8.234e-001  1.196e+000  4.060e-003 -1.328e-002  5.481e-001  3.458e+003 
     1.538e-003 -4.510e-003  8.165e-001  1.195e+000  1.613e-003  1.025e-002  5.477e-001  3.469e+003 
     5.931e-003  1.366e-003  8.237e-001  1.196e+000 -1.456e-002  1.380e-003  5.481e-001  3.535e+003 
    -5.660e-003 -2.224e-004  8.298e-001  1.196e+000  1.316e-002 -1.401e-003  5.484e-001  3.546e+003 
     1.841e-003 -4.499e-003  8.296e-001  1.196e+000 -2.234e-003  1.053e-002  5.485e-001  3.557e+003 
     7.550e-004  5.249e-003  8.268e-001  1.196e+000 -4.236e-003 -1.124e-002  5.485e-001  3.568e+003 
     3.584e-003  3.393e-004  8.233e-001  1.196e+000 -7.220e-003  1.580e-003  5.483e-001  3.579e+003 
    -5.259e-003  3.466e-004  8.150e-001  1.195e+000  9.486e-003 -6.372e-003  5.477e-001  3.590e+003 
     3.207e-003  4.681e-003  8.238e-001  1.196e+000 -1.059e-002 -7.962e-003  5.481e-001  3.656e+003 
     4.557e-003 -1.850e-003  8.269e-001  1.196e+000 -8.831e-003  6.513e-003  5.485e-001  3.667e+003 
    -4.959e-003 -3.319e-003  8.301e-001  1.196e+000  1.306e-002  5.259e-003  5.485e-001  3.678e+003 
    -1.152e-003 -3.302e-003  8.258e-001  1.196e+000  4.353e-003  5.216e-003  5.484e-001  3.689e+003 
    -8.709e-004  3.703e-003  8.230e-001  1.196e+000 -1.368e-003 -7.592e-003  5.483e-001  3.700e+003 
     4.092e-003  2.826e-003  8.152e-001  1.195e+000 -1.118e-002 -1.279e-003  5.476e-001  3.711e+003 
    -4.549e-003 -2.650e-003  8.201e-001  1.195e+000  1.154e-002  2.298e-003  5.477e-001  3.766e+003 
    -3.930e-003 -4.951e-003  8.236e-001  1.196e+000  1.195e-002  8.445e-003  5.481e-001  3.777e+003 
    -1.235e-003  6.215e-003  8.270e-001  1.196e+000 -1.147e-003 -1.524e-002  5.484e-001  3.788e+003 
     4.438e-003  2.152e-003  8.293e-001  1.196e+000 -9.982e-003 -3.273e-003  5.485e-001  3.799e+003 
    -4.194e-003  1.262e-003  8.259e-001  1.196e+000  8.251e-003 -4.084e-003  5.484e-001  3.810e+003 
     4.080e-003 -4.129e-003  8.209e-001  1.196e+000 -6.154e-003  1.161e-002  5.480e-001  3.821e+003 
     8.066e-004  6.531e-003  8.153e-001  1.195e+000 -8.298e-003 -1.309e-002  5.475e-001  3.832e+003 
     6.411e-003  3.999e-003  8.211e-001  1.196e+000 -1.798e-002 -5.076e-003  5.479e-001  3.887e+003 
    -6.447e-003  1.072e-003  8.237e-001  1.196e+000  1.378e-002 -6.780e-003  5.480e-001  3.898e+003 
    -1.513e-003 -4.954e-003  8.268e-001  1.196e+000  6.991e-003  9.890e-003  5.485e-001  3.909e+003 
     4.316e-003  4.143e-003  8.271e-001  1.196e+000 -1.259e-002 -6.640e-003  5.484e-001  3.920e+003 
     6.244e-003 -1.069e-003  8.267e-001  1.196e+000 -1.353e-002  5.999e-003  5.484e-001  3.931e+003 
    -6.866e-003 -1.934e-003  8.205e-001  1.196e+000  1.711e-002 -2.323e-004  5.479e-001  3.942e+003 
    -2.328e-003 -3.996e-003  8.148e-001  1.195e+000  8.785e-003  5.606e-003  5.476e-001  3.953e+003 
     4.983e-003 -1.438e-003  8.205e-001  1.196e+000 -9.363e-003  5.792e-003  5.481e-001  4.019e+003 
    -2.845e-003 -4.610e-003  8.234e-001  1.196e+000  8.438e-003  8.617e-003  5.482e-001  4.030e+003 
    -2.469e-003 -6.333e-003  8.271e-001  1.196e+000  9.310e-003  1.339e-002  5.484e-001  4.041e+003 
    -2.219e-004  5.418e-003  8.270e-001  1.196e+000 -2.857e-003 -1.207e-002  5.485e-001  4.052e+003 
     2.835e-003  4.448e-003  8.263e-001  1.196e+000 -8.479e-003 -8.239e-003  5.485e-001  4.063e+003 
    -7.210e-003  2.438e-003  8.212e-001  1.196e+000  1.496e-002 -1.124e-002  5.479e-001  4.074e+003 
     2.886e-003 -5.693e-003  8.149e-001  1.195e+000 -1.380e-003  1.481e-002  5.475e-001  4.085e+003 
    -2.835e-003  4.153e-003  8.204e-001  1.196e+000  3.060e-003 -9.806e-003  5.482e-001  4.140e+003 
     6.648e-003  1.328e-003  8.235e-001  1.196e+000 -1.603e-002  1.611e-003  5.480e-001  4.151e+003 
    -4.551e-003  3.226e-003  8.266e-001  1.196e+000  8.081e-003 -9.565e-003  5.485e-001  4.162e+003 
     5.120e-004 -4.648e-003  8.268e-001  1.196e+000  2.145e-003  1.033e-002  5.485e-001  4.173e+003 
     1.759e-003  8.068e-003  8.266e-001  1.196e+000 -8.841e-003 -1.849e-002  5.482e-001  4.184e+003 
     5.088e-003 -4.507e-003  8.178e-001  1.195e+000 -7.238e-003  1.449e-002  5.476e-001  4.195e+003 
    -5.666e-003 -3.444e-003  8.130e-001  1.195e+000  1.566e-002  1.555e-003  5.474e-001  4.206e+003 
     1.366e-003 -6.445e-003  8.203e-001  1.195e+000  1.711e-003  1.507e-002  5.477e-001  4.261e+003 
     1.220e-003  4.349e-003  8.231e-001  1.196e+000 -5.263e-003 -8.261e-003  5.482e-001  4.272e+003 
     6.533e-003  1.494e-003  8.266e-001  1.196e+000 -1.581e-002 -6.048e-004  5.483e-001  4.283e+003 
    -7.101e-003  8.856e-004  8.270e-001  1.196e+000  1.612e-002 -6.404e-003  5.483e-001  4.294e+003 
    -2.160e-003 -7.159e-003  8.264e-001  1.196e+000  8.582e-003  1.578e-002  5.482e-001  4.305e+003 
    -2.708e-003  5.388e-003  8.166e-001  1.195e+000  1.211e-004 -1.417e-002  5.476e-001  4.316e+003 
     7.119e-003  1.011e-003  8.149e-001  1.195e+000 -1.619e-002  4.986e-003  5.475e-001  4.327e+003 
    -4.118e-003 -2.563e-003  8.200e-001  1.196e+000  1.017e-002  1.776e-003  5.481e-001  4.382e+003 
    -2.904e-003 -4.555e-003  8.268e-001  1.196e+000  9.291e-003  8.119e-003  5.485e-001  4.393e+003 
    -3.529e-003  4.921e-003  8.266e-001  1.196e+000  5.863e-003 -1.262e-002  5.484e-001  4.404e+003 
     6.169e-003  3.055e-003  8.270e-001  1.196e+000 -1.628e-002 -3.246e-003  5.484e-001  4.415e+003 
    -3.814e-003  1.326e-003  8.238e-001  1.196e+000  6.794e-003 -5.198e-003  5.482e-001  4.426e+003 
     5.467e-004 -6.668e-003  8.177e-001  1.195e+000  5.257e-003  1.534e-002  5.476e-001  4.437e+003 
     4.900e-003  6.158e-004  8.195e-001  1.195e+000 -1.044e-002  2.851e-003  5.478e-001  4.503e+003 
    -4.455e-003  5.447e-003  8.267e-001  1.196e+000  6.923e-003 -1.549e-002  5.483e-001  4.514e+003 
     4.837e-003 -6.468e-003  8.268e-001  1.196e+000 -8.407e-003  1.797e-002  5.483e-001  4.525e+003 
    -5.817e-004  4.389e-003  8.256e-001  1.196e+000 -6.075e-004 -8.614e-003  5.484e-001  4.536e+003 
     5.066e-003 -2.539e-003  8.235e-001  1.196e+000 -9.374e-003  8.583e-003  5.481e-001  4.547e+003 
    -6.373e-003 -2.000e-003  8.176e-001  1.195e+000  1.544e-002 -1.496e-003  5.476e-001  4.558e+003 
     2.601e-003  6.282e-003  8.198e-001  1.196e+000 -9.505e-003 -1.251e-002  5.480e-001  4.624e+003 
     5.442e-003 -3.417e-003  8.265e-001  1.196e+000 -1.002e-002  1.188e-002  5.483e-001  4.635e+003 
    -3.660e-003 -1.209e-004  8.262e-001  1.196e+000  7.576e-003 -1.921e-003  5.485e-001  4.646e+003 
    -2.446e-003 -5.496e-003  8.267e-001  1.196e+000  8.413e-003  1.065e-002  5.484e-001  4.657e+003 
    -4.946e-003  4.751e-003  8.235e-001  1.196e+000  8.074e-003 -1.372e-002  5.480e-001  4.668e+003 
     6.561e-003  1.306e-003  8.178e-001  1.195e+000 -1.529e-002  1.925e-003  5.476e-001  4.679e+003 
    -3.217e-004 -5.409e-003  8.259e-001  1.196e+000  3.120e-003  1.160e-002  5.484e-001  4.745e+003 
    -1.551e-004  4.929e-003  8.295e-001  1.196e+000 -2.336e-003 -1.065e-002  5.486e-001  4.756e+003 
     3.072e-003  1.951e-003  8.261e-001  1.196e+000 -7.470e-003 -2.188e-003  5.485e-001  4.767e+003 
    -4.375e-003  3.460e-003  8.259e-001  1.196e+000  6.649e-003 -1.129e-002  5.483e-001  4.778e+003 
     4.270e-004 -4.868e-003  8.233e-001  1.196e+000  3.092e-003  1.036e-002  5.482e-001  4.789e+003 
     4.753e-003  3.946e-003  8.164e-001  1.195e+000 -1.419e-002 -2.756e-003  5.477e-001  4.800e+003 
    -4.722e-003  2.834e-003  8.234e-001  1.196e+000  8.400e-003 -8.832e-003  5.481e-001  4.866e+003 
     3.684e-003 -4.229e-003  8.265e-001  1.196e+000 -6.371e-003  1.074e-002  5.484e-001  4.877e+003 
     1.451e-004  6.244e-003  8.297e-001  1.196e+000 -2.935e-003 -1.387e-002  5.485e-001  4.888e+003 
     3.114e-003 -3.381e-003  8.256e-001  1.196e+000 -3.547e-003  8.838e-003  5.484e-001  4.899e+003 
    -4.401e-003 -3.101e-003  8.205e-001  1.196e+000  1.073e-002  3.325e-003  5.481e-001  4.910e+003 
    -1.542e-004 -7.086e-003  8.152e-001  1.195e+000  7.140e-003  1.485e-002  5.475e-001  4.921e+003 
     5.897e-003 -1.245e-003  8.235e-001  1.196e+000 -1.183e-002  6.689e-003  5.481e-001  4.987e+003 
    -7.485e-003 -2.024e-004  8.271e-001  1.196e+000  1.760e-002 -3.554e-003  5.483e-001  4.998e+003 
    -3.329e-003 -4.073e-003  8.290e-001  1.196e+000  9.410e-003  6.457e-003  5.485e-001  5.009e+003 
    -1.603e-003  4.158e-003  8.260e-001  1.196e+000  4.124e-004 -9.684e-003  5.484e-001  5.020e+003 
     5.504e-003 -8.271e-004  8.230e-001  1.196e+000 -1.089e-002  6.617e-003  5.482e-001  5.031e+003 
    -5.350e-003  3.988e-003  8.165e-001  1.195e+000  7.407e-003 -1.369e-002  5.476e-001  5.042e+003 
    -2.603e-003 -6.442e-003  8.232e-001  1.196e+000  1.050e-002  1.249e-002  5.480e-001  5.097e+003 
    -1.692e-003  6.955e-003  8.236e-001  1.196e+000 -1.088e-003 -1.688e-002  5.480e-001  5.108e+003 
     3.002e-003  5.752e-003  8.264e-001  1.196e+000 -9.197e-003 -1.176e-002  5.483e-001  5.119e+003 
    -6.153e-003  3.264e-004  8.260e-001  1.196e+000  1.345e-002 -2.588e-003  5.483e-001  5.130e+003 
     2.735e-003 -5.529e-003  8.261e-001  1.196e+000 -3.272e-003  1.356e-002  5.484e-001  5.141e+003 
     5.213e-003  4.721e-003  8.201e-001  1.195e+000 -1.498e-002 -6.088e-003  5.476e-001  5.152e+003 
     5.155e-003 -2.338e-003  8.167e-001  1.195e+000 -8.255e-003  9.735e-003  5.476e-001  5.163e+003 
    -5.481e-003  4.828e-003  8.201e-001  1.195e+000  8.314e-003 -1.499e-002  5.476e-001  5.218e+003 
     1.665e-003 -5.611e-003  8.232e-001  1.196e+000  1.231e-003  1.344e-002  5.482e-001  5.229e+003 
     2.049e-003  5.313e-003  8.266e-001  1.196e+000 -8.224e-003 -1.021e-002  5.484e-001  5.240e+003 
     5.091e-003 -4.919e-003  8.272e-001  1.196e+000 -8.951e-003  1.401e-002  5.484e-001  5.251e+003 
    -6.176e-003 -3.170e-003  8.263e-001  1.196e+000  1.556e-002  3.625e-003  5.484e-001  5.262e+003 
    -8.716e-004 -5.179e-003  8.204e-001  1.196e+000  5.600e-003  9.525e-003  5.481e-001  5.273e+003 
    -1.236e-003  7.346e-003  8.153e-001  1.195e+000 -4.091e-003 -1.714e-002  5.474e-001  5.284e+003 
    -5.862e-003 -1.835e-003  8.203e-001  1.196e+000  1.324e-002  2.282e-004  5.480e-001  5.350e+003 
    -2.862e-003 -6.838e-003  8.235e-001  1.196e+000  1.091e-002  1.353e-002  5.480e-001  5.361e+003 
    -2.611e-003  6.145e-003  8.263e-001  1.196e+000  1.488e-003 -1.597e-002  5.483e-001  5.372e+003 
     4.489e-003  3.633e-004  8.267e-001  1.196e+000 -9.626e-003  1.721e-003  5.485e-001  5.383e+003 
    -7.130e-003  4.095e-003  8.237e-001  1.196e+000  1.408e-002 -1.398e-002  5.479e-001  5.394e+003 
     5.176e-003 -5.953e-003  8.208e-001  1.196e+000 -7.873e-003  1.707e-002  5.479e-001  5.405e+003 
     3.172e-003  6.933e-003  8.147e-001  1.195e+000 -1.400e-002 -1.142e-002  5.474e-001  5.416e+003 
     6.430e-003  4.595e-003  8.197e-001  1.195e+000 -1.830e-002 -5.489e-003  5.475e-001  5.471e+003 
    -6.925e-003  7.094e-004  8.233e-001  1.196e+000  1.471e-002 -6.058e-003  5.480e-001  5.482e+003 
     2.196e-004 -5.892e-003  8.264e-001  1.196e+000  3.679e-003  1.311e-002  5.484e-001  5.493e+003 
     4.418e-003  6.362e-003  8.270e-001  1.196e+000 -1.344e-002 -1.266e-002  5.483e-001  5.504e+003 
     6.948e-003 -3.171e-003  8.264e-001  1.196e+000 -1.419e-002  1.141e-002  5.483e-001  5.515e+003 
    -6.982e-003 -2.437e-003  8.177e-001  1.195e+000  1.729e-002  5.061e-005  5.475e-001  5.526e+003 
    -3.544e-003 -5.129e-003  8.128e-001  1.195e+000  1.286e-002  6.575e-003  5.475e-001  5.537e+003 
    -9.403e-006  6.100e-003  8.198e-001  1.196e+000 -4.201e-003 -1.257e-002  5.480e-001  5.592e+003 
     5.820e-003 -2.421e-003  8.230e-001  1.196e+000 -1.115e-002  8.697e-003  5.481e-001  5.603e+003 
    -6.136e-003 -1.501e-003  8.263e-001  1.196e+000  1.482e-002 -1.063e-003  5.483e-001  5.614e+003 
     5.374e-004 -9.279e-003  8.269e-001  1.196e+000  3.267e-003  2.327e-002  5.480e-001  5.625e+003 
     1.937e-003  6.158e-003  8.260e-001  1.196e+000 -8.374e-003 -1.243e-002  5.483e-001  5.636e+003 
     6.808e-003  3.095e-003  8.174e-001  1.195e+000 -1.719e-002 -6.171e-004  5.475e-001  5.647e+003 
    -7.643e-003  1.649e-003  8.130e-001  1.195e+000  1.465e-002 -1.174e-002  5.473e-001  5.658e+003 
    -4.016e-003 -4.715e-003  8.195e-001  1.195e+000  1.244e-002  6.513e-003  5.477e-001  5.713e+003 
    -6.503e-003  5.462e-003  8.265e-001  1.196e+000  1.328e-002 -1.598e-002  5.481e-001  5.724e+003 
     7.865e-003  1.653e-004  8.269e-001  1.196e+000 -1.845e-002  4.259e-003  5.483e-001  5.735e+003 
    -4.126e-003  2.114e-003  8.266e-001  1.196e+000  7.537e-003 -6.867e-003  5.485e-001  5.746e+003 
     3.447e-003 -5.977e-003  8.234e-001  1.196e+000 -3.217e-003  1.573e-002  5.480e-001  5.757e+003 
     3.165e-003  7.555e-003  8.177e-001  1.195e+000 -1.371e-002 -1.445e-002  5.474e-001  5.768e+003 
    -6.738e-003  3.305e-003  8.197e-001  1.195e+000  1.225e-002 -1.308e-002  5.476e-001  5.834e+003 
     2.548e-003 -6.922e-003  8.266e-001  1.196e+000 -2.112e-003  1.713e-002  5.483e-001  5.845e+003 
