@logo      Multiple-Run
Bfac        2.000e-001
  creator    GPT
  @logo      B&M-General Particle Tracer
  numderivs           0
  cputime     7.800e-002
  time        5.000e-009
              x           y           z           G          Bx          By          Bz          ID 
    -3.786e-004  9.136e-004  8.153e-001  1.195e+000  1.976e-003 -8.801e-003  5.476e-001  9.200e+001 
     1.517e-004 -7.277e-004  8.212e-001  1.196e+000 -2.651e-004  7.806e-003  5.481e-001  1.470e+002 
    -2.569e-004  3.760e-004  8.238e-001  1.196e+000  2.190e-003 -5.326e-003  5.483e-001  1.580e+002 
    -7.318e-004 -7.963e-005  8.272e-001  1.196e+000  9.330e-003 -3.961e-004  5.485e-001  1.690e+002 
     6.330e-005 -5.092e-004  8.271e-001  1.196e+000 -1.593e-003  7.540e-003  5.485e-001  1.800e+002 
     8.871e-004  8.363e-004  8.272e-001  1.196e+000 -1.039e-002 -8.645e-003  5.485e-001  1.910e+002 
     1.795e-005 -5.139e-004  8.182e-001  1.195e+000  3.210e-004  4.645e-003  5.478e-001  2.020e+002 
    -1.295e-004 -8.248e-004  8.153e-001  1.195e+000  2.795e-003  7.092e-003  5.477e-001  2.130e+002 
    -1.006e-003  1.200e-003  8.212e-001  1.196e+000  8.922e-003 -1.273e-002  5.479e-001  2.680e+002 
    -9.678e-005 -1.070e-004  8.236e-001  1.196e+000  2.612e-003  2.333e-003  5.483e-001  2.790e+002 
     2.214e-004  3.406e-004  8.271e-001  1.196e+000 -4.127e-003 -3.747e-003  5.486e-001  2.900e+002 
     1.128e-003 -8.052e-004  8.275e-001  1.196e+000 -1.234e-002  9.440e-003  5.484e-001  3.010e+002 
    -5.505e-004  1.478e-004  8.242e-001  1.196e+000  5.557e-003 -1.261e-003  5.482e-001  3.120e+002 
     9.995e-004  4.135e-004  8.184e-001  1.196e+000 -9.536e-003 -4.931e-003  5.481e-001  3.230e+002 
    -3.049e-005 -4.215e-004  8.204e-001  1.196e+000  1.629e-003  2.822e-003  5.482e-001  3.890e+002 
     1.229e-003  4.472e-004  8.268e-001  1.196e+000 -1.561e-002 -3.207e-003  5.483e-001  4.000e+002 
     9.904e-004 -6.278e-004  8.272e-001  1.196e+000 -1.030e-002  8.193e-003  5.485e-001  4.110e+002 
    -5.033e-004  4.626e-004  8.273e-001  1.196e+000  4.586e-003 -6.974e-003  5.485e-001  4.220e+002 
    -8.348e-004 -1.114e-003  8.238e-001  1.196e+000  9.661e-003  1.057e-002  5.480e-001  4.330e+002 
    -1.715e-003  4.948e-004  8.182e-001  1.195e+000  1.671e-002 -6.073e-003  5.476e-001  4.440e+002 
     1.626e-003  5.908e-004  8.154e-001  1.195e+000 -1.643e-002 -3.514e-003  5.475e-001  4.550e+002 
    -8.622e-005 -1.496e-003  8.204e-001  1.196e+000  1.072e-003  1.486e-002  5.480e-001  5.100e+002 
     5.280e-004 -2.927e-004  8.270e-001  1.196e+000 -6.254e-003  1.937e-003  5.485e-001  5.210e+002 
    -5.004e-004  2.882e-004  8.271e-001  1.196e+000  4.969e-003 -2.997e-003  5.486e-001  5.320e+002 
    -1.906e-004  3.364e-004  8.271e-001  1.196e+000  3.017e-003 -2.595e-003  5.486e-001  5.430e+002 
    -1.373e-003  8.440e-004  8.241e-001  1.196e+000  1.366e-002 -1.087e-002  5.480e-001  5.540e+002 
     1.312e-003 -1.088e-003  8.170e-001  1.195e+000 -1.140e-002  1.117e-002  5.475e-001  5.650e+002 
     1.556e-003  3.768e-004  8.180e-001  1.195e+000 -1.493e-002 -1.132e-003  5.476e-001  6.310e+002 
    -1.332e-003 -2.635e-004  8.271e-001  1.196e+000  1.442e-002  2.957e-003  5.485e-001  6.420e+002 
     8.287e-004  2.079e-006  8.271e-001  1.196e+000 -8.609e-003 -6.253e-004  5.485e-001  6.530e+002 
    -8.938e-004  1.592e-003  8.273e-001  1.196e+000  9.976e-003 -1.806e-002  5.483e-001  6.640e+002 
     1.656e-003 -1.630e-003  8.240e-001  1.196e+000 -1.693e-002  2.038e-002  5.477e-001  6.750e+002 
    -3.674e-004 -8.436e-004  8.169e-001  1.195e+000  3.583e-003  6.595e-003  5.477e-001  6.860e+002 
     4.521e-004  1.916e-003  8.181e-001  1.195e+000 -6.846e-003 -1.765e-002  5.475e-001  7.520e+002 
     6.510e-004  8.762e-004  8.275e-001  1.196e+000 -6.762e-003 -9.265e-003  5.485e-001  7.630e+002 
    -2.353e-003 -6.506e-004  8.269e-001  1.196e+000  2.785e-002  6.535e-003  5.478e-001  7.740e+002 
     7.383e-004 -1.200e-003  8.268e-001  1.196e+000 -8.805e-003  1.284e-002  5.484e-001  7.850e+002 
    -3.652e-004  5.121e-004  8.237e-001  1.196e+000  2.837e-003 -5.182e-003  5.482e-001  7.960e+002 
     1.333e-003  9.206e-005  8.169e-001  1.195e+000 -1.176e-002  1.206e-003  5.476e-001  8.070e+002 
    -6.313e-004 -1.898e-003  8.239e-001  1.196e+000  9.128e-003  1.973e-002  5.479e-001  8.730e+002 
    -1.206e-003  1.639e-003  8.274e-001  1.196e+000  1.291e-002 -1.927e-002  5.482e-001  8.840e+002 
     9.252e-004  9.307e-004  8.301e-001  1.196e+000 -1.167e-002 -9.486e-003  5.484e-001  8.950e+002 
    -9.337e-004 -8.394e-004  8.269e-001  1.196e+000  9.605e-003  9.228e-003  5.484e-001  9.060e+002 
     1.201e-003 -4.880e-004  8.211e-001  1.196e+000 -1.149e-002  3.731e-003  5.481e-001  9.170e+002 
    -7.859e-005  1.694e-003  8.155e-001  1.195e+000 -1.132e-003 -1.458e-002  5.475e-001  9.280e+002 
    -2.321e-003  8.511e-004  8.266e-001  1.196e+000  2.594e-002 -1.095e-002  5.479e-001  9.940e+002 
     1.438e-003 -1.229e-003  8.300e-001  1.196e+000 -1.741e-002  1.575e-002  5.481e-001  1.005e+003 
    -9.963e-005  1.667e-003  8.300e-001  1.196e+000 -6.222e-004 -2.025e-002  5.482e-001  1.016e+003 
     1.233e-003 -1.098e-003  8.271e-001  1.196e+000 -1.237e-002  1.264e-002  5.484e-001  1.027e+003 
    -1.803e-003 -1.457e-003  8.210e-001  1.196e+000  1.922e-002  1.300e-002  5.477e-001  1.038e+003 
     1.950e-005 -1.465e-003  8.154e-001  1.195e+000  2.953e-003  1.098e-002  5.477e-001  1.049e+003 
    -5.155e-004  1.561e-003  8.236e-001  1.196e+000  5.163e-003 -1.562e-002  5.481e-001  1.104e+003 
     2.367e-003  8.236e-004  8.239e-001  1.196e+000 -2.590e-002 -7.742e-003  5.476e-001  1.115e+003 
    -6.241e-004 -1.127e-003  8.274e-001  1.196e+000  6.202e-003  1.199e-002  5.485e-001  1.126e+003 
    -4.817e-004 -2.108e-003  8.273e-001  1.196e+000  6.593e-003  2.351e-002  5.481e-001  1.137e+003 
    -1.480e-003  1.565e-003  8.267e-001  1.196e+000  1.514e-002 -1.861e-002  5.481e-001  1.148e+003 
     1.025e-003  1.208e-003  8.211e-001  1.196e+000 -9.776e-003 -1.125e-002  5.480e-001  1.159e+003 
    -1.903e-003  5.400e-005  8.151e-001  1.195e+000  1.596e-002 -1.290e-003  5.475e-001  1.170e+003 
     6.417e-004 -2.219e-003  8.209e-001  1.196e+000 -5.796e-003  2.253e-002  5.477e-001  1.225e+003 
    -9.203e-004  4.965e-004  8.240e-001  1.196e+000  8.537e-003 -4.453e-003  5.482e-001  1.236e+003 
     8.345e-004  1.989e-003  8.272e-001  1.196e+000 -9.809e-003 -2.170e-002  5.481e-001  1.247e+003 
    -1.773e-003  3.235e-004  8.275e-001  1.196e+000  1.887e-002 -4.776e-003  5.483e-001  1.258e+003 
    -3.650e-005 -1.752e-003  8.263e-001  1.196e+000  3.764e-003  1.966e-002  5.482e-001  1.269e+003 
     1.602e-003  1.517e-003  8.211e-001  1.196e+000 -1.837e-002 -1.303e-002  5.478e-001  1.280e+003 
     2.589e-003 -1.408e-004  8.151e-001  1.195e+000 -2.255e-002  4.561e-003  5.472e-001  1.291e+003 
     1.934e-003 -9.910e-004  8.204e-001  1.195e+000 -1.730e-002  1.091e-002  5.475e-001  1.357e+003 
    -1.055e-003  1.198e-003  8.239e-001  1.196e+000  1.081e-002 -1.153e-002  5.481e-001  1.368e+003 
     1.002e-003  2.184e-004  8.271e-001  1.196e+000 -9.707e-003 -2.614e-003  5.485e-001  1.379e+003 
    -1.954e-004 -1.595e-003  8.271e-001  1.196e+000  1.508e-003  1.708e-002  5.483e-001  1.390e+003 
     9.277e-004 -2.171e-003  8.266e-001  1.196e+000 -9.298e-003  2.416e-002  5.480e-001  1.401e+003 
    -3.672e-004  2.409e-003  8.200e-001  1.195e+000  6.223e-004 -2.424e-002  5.473e-001  1.412e+003 
    -1.834e-003 -1.616e-004  8.198e-001  1.195e+000  1.723e-002 -1.094e-003  5.476e-001  1.478e+003 
    -1.041e-003 -1.469e-003  8.237e-001  1.196e+000  1.288e-002  1.330e-002  5.480e-001  1.489e+003 
    -7.191e-004  2.982e-004  8.263e-001  1.196e+000  4.653e-003 -1.860e-003  5.485e-001  1.500e+003 
     2.169e-003  1.724e-003  8.271e-001  1.196e+000 -2.543e-002 -1.956e-002  5.477e-001  1.511e+003 
    -2.176e-003 -2.338e-004  8.265e-001  1.196e+000  2.308e-002  1.483e-003  5.481e-001  1.522e+003 
     1.354e-003 -1.384e-003  8.179e-001  1.195e+000 -9.926e-003  1.455e-002  5.475e-001  1.533e+003 
     5.107e-005  2.536e-003  8.122e-001  1.195e+000 -3.454e-003 -2.196e-002  5.472e-001  1.544e+003 
     3.254e-004  1.942e-003  8.203e-001  1.196e+000 -2.492e-003 -1.795e-002  5.479e-001  1.599e+003 
    -1.114e-003  4.159e-004  8.236e-001  1.196e+000  8.696e-003 -6.234e-003  5.482e-001  1.610e+003 
     9.817e-004 -1.899e-003  8.271e-001  1.196e+000 -9.491e-003  2.106e-002  5.482e-001  1.621e+003 
     2.054e-004  8.620e-004  8.272e-001  1.196e+000 -2.336e-003 -7.598e-003  5.485e-001  1.632e+003 
     1.603e-003  1.161e-003  8.265e-001  1.196e+000 -1.702e-002 -1.271e-002  5.482e-001  1.643e+003 
    -2.212e-003 -1.064e-003  8.168e-001  1.195e+000  2.161e-002  6.315e-003  5.473e-001  1.654e+003 
    -1.110e-003 -2.328e-003  8.107e-001  1.195e+000  1.242e-002  1.828e-002  5.471e-001  1.665e+003 
    -3.430e-005  1.628e-003  8.199e-001  1.195e+000 -2.055e-003 -1.457e-002  5.477e-001  1.720e+003 
     1.641e-003 -1.435e-003  8.270e-001  1.196e+000 -1.675e-002  1.756e-002  5.481e-001  1.731e+003 
    -9.310e-004 -4.074e-004  8.266e-001  1.196e+000  9.583e-003  2.441e-003  5.485e-001  1.742e+003 
     2.800e-004 -1.092e-003  8.273e-001  1.196e+000 -2.166e-003  1.099e-002  5.485e-001  1.753e+003 
    -2.014e-003  1.206e-003  8.240e-001  1.196e+000  2.123e-002 -1.229e-002  5.478e-001  1.764e+003 
     2.207e-003  1.706e-003  8.180e-001  1.195e+000 -2.419e-002 -1.297e-002  5.472e-001  1.775e+003 
    -2.164e-003 -1.192e-003  8.133e-001  1.195e+000  1.949e-002  7.042e-003  5.472e-001  1.786e+003 
     2.597e-004 -1.734e-003  8.198e-001  1.195e+000 -1.372e-003  1.558e-002  5.476e-001  1.841e+003 
    -1.149e-003  1.276e-003  8.270e-001  1.196e+000  1.097e-002 -1.424e-002  5.484e-001  1.852e+003 
     1.142e-003  3.125e-005  8.264e-001  1.196e+000 -1.024e-002  2.608e-003  5.484e-001  1.863e+003 
    -2.949e-003  1.154e-003  8.268e-001  1.196e+000  3.429e-002 -1.552e-002  5.472e-001  1.874e+003 
     2.512e-003 -1.427e-003  8.236e-001  1.196e+000 -2.574e-002  1.651e-002  5.474e-001  1.885e+003 
    -3.059e-004  1.530e-003  8.179e-001  1.195e+000  9.071e-004 -1.333e-002  5.476e-001  1.896e+003 
    -2.506e-003 -7.753e-004  8.198e-001  1.195e+000  2.468e-002  6.233e-003  5.473e-001  1.962e+003 
     7.195e-004 -7.880e-004  8.270e-001  1.196e+000 -6.266e-003  7.683e-003  5.485e-001  1.973e+003 
    -1.957e-004  2.153e-003  8.268e-001  1.196e+000  2.304e-003 -2.317e-002  5.481e-001  1.984e+003 
     2.329e-003 -5.612e-004  8.271e-001  1.196e+000 -2.518e-002  8.028e-003  5.480e-001  1.995e+003 
    -1.056e-003 -7.482e-004  8.234e-001  1.196e+000  9.623e-003  5.298e-003  5.482e-001  2.006e+003 
    -9.972e-004 -2.903e-003  8.178e-001  1.195e+000  1.240e-002  2.530e-002  5.471e-001  2.017e+003 
    -2.399e-003  1.487e-003  8.131e-001  1.195e+000  1.854e-002 -1.515e-002  5.471e-001  2.028e+003 
     9.675e-004 -3.779e-004  8.264e-001  1.196e+000 -9.148e-003  4.341e-003  5.485e-001  2.083e+003 
    -2.302e-003 -1.327e-003  8.270e-001  1.196e+000  2.729e-002  1.300e-002  5.478e-001  2.094e+003 
     1.480e-003 -1.403e-003  8.261e-001  1.196e+000 -1.702e-002  1.318e-002  5.481e-001  2.105e+003 
    -4.328e-004  1.136e-003  8.271e-001  1.196e+000  3.549e-003 -1.153e-002  5.485e-001  2.116e+003 
     1.373e-003  6.525e-004  8.235e-001  1.196e+000 -1.389e-002 -4.362e-003  5.480e-001  2.127e+003 
    -2.569e-003  1.190e-004  8.168e-001  1.195e+000  2.279e-002 -5.036e-003  5.473e-001  2.138e+003 
    -1.903e-003  2.236e-003  8.237e-001  1.196e+000  1.805e-002 -2.572e-002  5.474e-001  2.204e+003 
     2.287e-003  3.328e-004  8.274e-001  1.196e+000 -2.556e-002 -1.537e-003  5.481e-001  2.215e+003 
    -1.925e-003 -2.215e-004  8.297e-001  1.196e+000  2.096e-002  3.254e-003  5.482e-001  2.226e+003 
     2.063e-003 -1.403e-004  8.267e-001  1.196e+000 -2.182e-002  1.265e-003  5.482e-001  2.237e+003 
    -6.878e-004  2.715e-003  8.234e-001  1.196e+000  5.767e-003 -2.809e-002  5.475e-001  2.248e+003 
     2.309e-003 -6.361e-004  8.153e-001  1.195e+000 -1.780e-002  9.185e-003  5.474e-001  2.259e+003 
     1.838e-003 -2.856e-003  8.238e-001  1.196e+000 -1.850e-002  3.214e-002  5.471e-001  2.325e+003 
     1.220e-003  2.376e-003  8.273e-001  1.196e+000 -1.512e-002 -2.586e-002  5.478e-001  2.336e+003 
     2.096e-003  5.601e-004  8.299e-001  1.196e+000 -2.349e-002 -6.188e-003  5.481e-001  2.347e+003 
    -2.409e-003 -2.126e-003  8.266e-001  1.196e+000  2.799e-002  2.342e-002  5.474e-001  2.358e+003 
    -1.506e-003 -1.431e-003  8.233e-001  1.196e+000  1.745e-002  1.158e-002  5.479e-001  2.369e+003 
    -1.488e-003  1.694e-003  8.166e-001  1.195e+000  9.599e-003 -1.607e-002  5.475e-001  2.380e+003 
     2.876e-003 -9.171e-004  8.208e-001  1.196e+000 -2.820e-002  1.087e-002  5.473e-001  2.435e+003 
    -8.556e-004 -1.512e-003  8.234e-001  1.196e+000  9.153e-003  1.403e-002  5.480e-001  2.446e+003 
    -9.029e-005 -3.113e-003  8.270e-001  1.196e+000  3.131e-003  3.607e-002  5.474e-001  2.457e+003 
    -1.130e-003  2.199e-003  8.300e-001  1.196e+000  1.274e-002 -2.611e-002  5.479e-001  2.468e+003 
     5.581e-004  2.074e-003  8.267e-001  1.196e+000 -5.786e-003 -2.192e-002  5.481e-001  2.479e+003 
    -2.009e-003 -1.362e-003  8.210e-001  1.196e+000  1.945e-002  1.225e-002  5.477e-001  2.490e+003 
     1.602e-003 -2.180e-003  8.167e-001  1.195e+000 -1.295e-002  2.002e-002  5.473e-001  2.501e+003 
    -2.234e-003  5.247e-004  8.207e-001  1.196e+000  2.038e-002 -5.385e-003  5.478e-001  2.556e+003 
     2.293e-003  1.498e-003  8.237e-001  1.196e+000 -2.405e-002 -1.403e-002  5.475e-001  2.567e+003 
    -2.484e-003  7.319e-004  8.270e-001  1.196e+000  2.624e-002 -9.132e-003  5.480e-001  2.578e+003 
     9.600e-004 -1.223e-003  8.268e-001  1.196e+000 -7.595e-003  1.324e-002  5.484e-001  2.589e+003 
     1.103e-003  2.442e-003  8.263e-001  1.196e+000 -1.552e-002 -2.580e-002  5.477e-001  2.600e+003 
     3.027e-003 -8.332e-004  8.203e-001  1.195e+000 -2.838e-002  1.096e-002  5.470e-001  2.611e+003 
    -1.791e-003 -2.774e-003  8.148e-001  1.195e+000  1.966e-002  2.264e-002  5.469e-001  2.622e+003 
     3.759e-004  2.124e-003  8.202e-001  1.195e+000 -4.790e-003 -1.903e-002  5.475e-001  2.688e+003 
     2.172e-003  8.521e-004  8.233e-001  1.196e+000 -2.067e-002 -9.397e-003  5.479e-001  2.699e+003 
    -1.128e-003 -1.772e-003  8.268e-001  1.196e+000  1.137e-002  1.877e-002  5.482e-001  2.710e+003 
    -7.802e-004 -2.706e-003  8.273e-001  1.196e+000  9.575e-003  2.976e-002  5.478e-001  2.721e+003 
    -1.225e-003  2.157e-003  8.266e-001  1.196e+000  1.123e-002 -2.427e-002  5.479e-001  2.732e+003 
     1.700e-003  2.224e-003  8.199e-001  1.195e+000 -1.748e-002 -1.979e-002  5.472e-001  2.743e+003 
    -3.319e-003  6.919e-004  8.154e-001  1.195e+000  2.977e-002 -8.350e-003  5.469e-001  2.754e+003 
     1.383e-004 -2.449e-003  8.207e-001  1.196e+000  2.080e-003  2.317e-002  5.477e-001  2.809e+003 
    -5.784e-004  1.546e-003  8.235e-001  1.196e+000  3.881e-003 -1.429e-002  5.481e-001  2.820e+003 
     2.271e-003  2.084e-003  8.270e-001  1.196e+000 -2.651e-002 -2.255e-002  5.476e-001  2.831e+003 
    -2.350e-003  8.349e-005  8.273e-001  1.196e+000  2.489e-002 -2.273e-003  5.481e-001  2.842e+003 
     2.831e-004 -2.732e-003  8.264e-001  1.196e+000 -5.044e-004  3.034e-002  5.478e-001  2.853e+003 
    -3.721e-005  3.258e-003  8.178e-001  1.195e+000 -2.131e-003 -3.068e-002  5.469e-001  2.864e+003 
     3.433e-003  6.513e-004  8.131e-001  1.195e+000 -3.198e-002  2.427e-004  5.468e-001  2.875e+003 
    -2.191e-003  2.733e-004  8.206e-001  1.196e+000  1.845e-002 -4.883e-003  5.479e-001  2.930e+003 
     2.870e-003 -9.595e-004  8.232e-001  1.196e+000 -2.840e-002  1.140e-002  5.474e-001  2.941e+003 
    -3.196e-004  1.607e-003  8.263e-001  1.196e+000  2.834e-003 -1.483e-002  5.483e-001  2.952e+003 
     2.033e-003  3.231e-004  8.269e-001  1.196e+000 -2.105e-002 -3.333e-003  5.482e-001  2.963e+003 
    -2.532e-003 -1.625e-003  8.237e-001  1.196e+000  2.908e-002  1.383e-002  5.474e-001  2.974e+003 
     5.474e-004 -3.281e-003  8.179e-001  1.195e+000 -2.309e-003  3.153e-002  5.469e-001  2.985e+003 
    -1.670e-003  2.961e-003  8.149e-001  1.195e+000  9.783e-003 -2.969e-002  5.469e-001  2.996e+003 
     2.746e-003 -3.271e-004  8.206e-001  1.196e+000 -2.574e-002  7.640e-003  5.475e-001  3.051e+003 
    -1.404e-003 -8.737e-004  8.267e-001  1.196e+000  1.478e-002  7.514e-003  5.483e-001  3.062e+003 
    -1.639e-003 -1.706e-003  8.267e-001  1.196e+000  1.898e-002  1.653e-002  5.480e-001  3.073e+003 
    -2.473e-003  1.594e-003  8.269e-001  1.196e+000  2.729e-002 -1.774e-002  5.476e-001  3.084e+003 
     3.035e-003  1.988e-003  8.238e-001  1.196e+000 -3.379e-002 -1.978e-002  5.469e-001  3.095e+003 
    -2.617e-003  4.634e-004  8.166e-001  1.195e+000  2.219e-002 -6.724e-003  5.473e-001  3.106e+003 
    -1.694e-003  2.742e-003  8.197e-001  1.195e+000  1.349e-002 -2.738e-002  5.470e-001  3.172e+003 
     7.168e-004  1.499e-003  8.266e-001  1.196e+000 -7.569e-003 -1.464e-002  5.483e-001  3.183e+003 
    -2.823e-003  3.668e-004  8.262e-001  1.196e+000  3.069e-002 -7.521e-003  5.476e-001  3.194e+003 
     1.691e-003 -2.697e-003  8.269e-001  1.196e+000 -1.870e-002  3.054e-002  5.474e-001  3.205e+003 
     4.589e-004  1.720e-003  8.236e-001  1.196e+000 -5.787e-003 -1.526e-002  5.481e-001  3.216e+003 
     3.310e-003  1.019e-003  8.178e-001  1.195e+000 -3.184e-002 -6.559e-003  5.468e-001  3.227e+003 
     2.660e-003 -9.249e-004  8.198e-001  1.196e+000 -2.405e-002  8.974e-003  5.476e-001  3.293e+003 
    -1.113e-003  2.515e-003  8.267e-001  1.196e+000  1.172e-002 -2.720e-002  5.478e-001  3.304e+003 
     2.841e-003 -9.881e-004  8.266e-001  1.196e+000 -3.060e-002  1.326e-002  5.476e-001  3.315e+003 
    -1.839e-004 -1.878e-003  8.265e-001  1.196e+000  1.738e-003  1.872e-002  5.483e-001  3.326e+003 
     2.559e-004 -2.006e-003  8.237e-001  1.196e+000 -1.110e-003  1.972e-002  5.479e-001  3.337e+003 
    -2.220e-003  2.254e-003  8.176e-001  1.195e+000  1.896e-002 -2.135e-002  5.471e-001  3.348e+003 
    -3.157e-003 -1.703e-003  8.234e-001  1.196e+000  3.491e-002  1.583e-002  5.469e-001  3.414e+003 
    -9.938e-005 -2.485e-003  8.292e-001  1.196e+000 -8.707e-004  2.710e-002  5.479e-001  3.425e+003 
    -1.068e-003  1.436e-003  8.265e-001  1.196e+000  9.496e-003 -1.545e-002  5.483e-001  3.436e+003 
     1.443e-003  9.460e-004  8.262e-001  1.196e+000 -1.464e-002 -7.434e-003  5.483e-001  3.447e+003 
    -2.671e-003  1.771e-003  8.233e-001  1.196e+000  2.571e-002 -2.030e-002  5.473e-001  3.458e+003 
     1.851e-003 -2.188e-003  8.164e-001  1.195e+000 -1.230e-002  2.097e-002  5.472e-001  3.469e+003 
     2.666e-003  1.845e-003  8.235e-001  1.196e+000 -2.970e-002 -1.667e-002  5.472e-001  3.535e+003 
    -2.559e-003 -1.042e-003  8.296e-001  1.196e+000  2.929e-002  1.293e-002  5.477e-001  3.546e+003 
     1.640e-003 -1.779e-003  8.295e-001  1.196e+000 -1.809e-002  1.948e-002  5.480e-001  3.557e+003 
    -5.934e-004  2.672e-003  8.266e-001  1.196e+000  5.725e-003 -2.857e-002  5.478e-001  3.568e+003 
     1.791e-003  8.921e-004  8.233e-001  1.196e+000 -1.700e-002 -7.133e-003  5.480e-001  3.579e+003 
    -3.083e-003 -9.701e-004  8.149e-001  1.195e+000  2.638e-002  3.094e-003  5.471e-001  3.590e+003 
     6.704e-004  2.971e-003  8.236e-001  1.196e+000 -9.702e-003 -2.967e-002  5.474e-001  3.656e+003 
     2.549e-003 -4.153e-005  8.268e-001  1.196e+000 -2.667e-002  1.657e-003  5.479e-001  3.667e+003 
    -1.667e-003 -2.363e-003  8.298e-001  1.196e+000  2.018e-002  2.714e-002  5.476e-001  3.678e+003 
     9.747e-005 -1.909e-003  8.257e-001  1.196e+000  9.897e-004  1.739e-002  5.482e-001  3.689e+003 
    -1.233e-003  1.746e-003  8.230e-001  1.196e+000  8.906e-003 -1.694e-002  5.480e-001  3.700e+003 
     1.697e-003  2.496e-003  8.151e-001  1.195e+000 -1.796e-002 -1.849e-002  5.471e-001  3.711e+003 
    -1.876e-003 -2.329e-003  8.200e-001  1.195e+000  1.935e-002  2.027e-002  5.471e-001  3.766e+003 
    -1.011e-003 -3.238e-003  8.234e-001  1.196e+000  1.231e-002  3.251e-002  5.472e-001  3.777e+003 
    -1.739e-003  2.690e-003  8.268e-001  1.196e+000  1.739e-002 -3.151e-002  5.474e-001  3.788e+003 
     1.744e-003  1.776e-003  8.292e-001  1.196e+000 -1.770e-002 -1.966e-002  5.480e-001  3.799e+003 
    -2.325e-003 -1.370e-004  8.258e-001  1.196e+000  2.304e-002  1.857e-003  5.480e-001  3.810e+003 
     2.951e-003 -1.365e-003  8.207e-001  1.196e+000 -2.762e-002  1.470e-002  5.473e-001  3.821e+003 
    -9.416e-004  3.826e-003  8.151e-001  1.195e+000  3.368e-003 -3.503e-002  5.466e-001  3.832e+003 
     2.513e-003  3.269e-003  8.208e-001  1.196e+000 -2.799e-002 -3.260e-002  5.466e-001  3.887e+003 
    -3.417e-003 -7.143e-004  8.235e-001  1.196e+000  3.589e-002  5.014e-003  5.471e-001  3.898e+003 
     2.442e-004 -2.656e-003  8.266e-001  1.196e+000  4.119e-004  2.871e-002  5.478e-001  3.909e+003 
     1.257e-003  2.767e-003  8.268e-001  1.196e+000 -1.620e-002 -2.951e-002  5.476e-001  3.920e+003 
     3.177e-003  6.427e-004  8.265e-001  1.196e+000 -3.496e-002 -5.423e-003  5.475e-001  3.931e+003 
    -3.188e-003 -2.340e-003  8.202e-001  1.196e+000  3.336e-002  2.166e-002  5.467e-001  3.942e+003 
    -4.545e-004 -2.782e-003  8.147e-001  1.195e+000  7.618e-003  2.269e-002  5.472e-001  3.953e+003 
     2.949e-003  2.122e-004  8.204e-001  1.196e+000 -2.698e-002 -9.490e-004  5.476e-001  4.019e+003 
    -5.856e-004 -2.883e-003  8.232e-001  1.196e+000  6.038e-003  2.861e-002  5.475e-001  4.030e+003 
    -1.499e-005 -3.426e-003  8.268e-001  1.196e+000  1.644e-003  3.861e-002  5.472e-001  4.041e+003 
    -1.130e-003  2.551e-003  8.268e-001  1.196e+000  1.024e-002 -2.803e-002  5.478e-001  4.052e+003 
     5.590e-004  2.694e-003  8.261e-001  1.196e+000 -6.662e-003 -2.796e-002  5.478e-001  4.063e+003 
    -4.156e-003 -1.620e-004  8.208e-001  1.196e+000  4.299e-002 -1.803e-003  5.466e-001  4.074e+003 
     2.805e-003 -2.613e-003  8.148e-001  1.195e+000 -2.264e-002  2.555e-002  5.467e-001  4.085e+003 
    -2.361e-003  1.671e-003  8.203e-001  1.196e+000  2.014e-002 -1.579e-002  5.477e-001  4.140e+003 
     3.051e-003  1.950e-003  8.232e-001  1.196e+000 -3.323e-002 -1.806e-002  5.469e-001  4.151e+003 
    -2.808e-003  7.109e-004  8.264e-001  1.196e+000  2.911e-002 -8.814e-003  5.478e-001  4.162e+003 
     1.154e-003 -2.138e-003  8.267e-001  1.196e+000 -9.821e-003  2.343e-002  5.480e-001  4.173e+003 
    -6.179e-004  4.085e-003  8.262e-001  1.196e+000  5.644e-003 -4.764e-002  5.464e-001  4.184e+003 
     3.681e-003 -1.361e-003  8.176e-001  1.195e+000 -3.302e-002  1.705e-002  5.465e-001  4.195e+003 
    -2.507e-003 -3.208e-003  8.128e-001  1.195e+000  2.568e-002  2.436e-002  5.465e-001  4.206e+003 
     2.005e-003 -3.106e-003  8.201e-001  1.195e+000 -1.697e-002  3.149e-002  5.467e-001  4.261e+003 
    -2.291e-004  2.475e-003  8.230e-001  1.196e+000  8.125e-004 -2.385e-002  5.477e-001  4.272e+003 
     2.860e-003  1.865e-003  8.264e-001  1.196e+000 -3.159e-002 -2.080e-002  5.472e-001  4.283e+003 
    -3.492e-003 -8.847e-004  8.267e-001  1.196e+000  4.011e-002  7.913e-003  5.471e-001  4.294e+003 
     2.413e-004 -3.791e-003  8.261e-001  1.196e+000 -2.333e-003  4.255e-002  5.469e-001  4.305e+003 
    -2.656e-003  2.382e-003  8.164e-001  1.195e+000  2.012e-002 -2.519e-002  5.468e-001  4.316e+003 
     3.786e-003  2.083e-003  8.147e-001  1.195e+000 -3.597e-002 -1.362e-002  5.464e-001  4.327e+003 
    -1.674e-003 -2.239e-003  8.199e-001  1.196e+000  1.717e-002  1.816e-002  5.476e-001  4.382e+003 
    -5.254e-004 -2.740e-003  8.266e-001  1.196e+000  7.752e-003  2.863e-002  5.478e-001  4.393e+003 
